Drug,Target
DB00503,1544
DB00503,1565
DB00503,1559
DB00503,5243
DB00503,1571
DB00503,1244
DB00503,213
DB00503,1557
DB00503,1551
DB00503,1577
DB00503,1558
DB00503,8647
DB00503,6579
DB00503,9429
DB00503,10599
DB00503,4363
DB00503,8856
DB00503,1555
DB00503,54658
DB00503,11309
DB00503,64816
DB00504,4988
DB00507,6573
DB00508,5243
DB00508,590
DB00508,1813
DB00508,1128
DB00508,1129
DB00508,3357
DB00508,1812
DB00509,10599
DB00509,8140
DB00509,53919
DB00509,7067
DB00509,7068
DB00509,353189
DB00509,28231
DB00511,476
DB00512,213
DB00512,5004
DB00513,5340
DB00513,5327
DB00513,316
DB00513,4018
DB00514,1576
DB00514,1565
DB00514,1559
DB00514,1571
DB00514,1557
DB00514,1551
DB00514,1577
DB00514,1558
DB00514,1139
DB00514,116443
DB00514,1555
DB00514,6532
DB00514,6530
DB00514,1137
DB00514,1141
DB00514,1135
DB00514,1136
DB00514,1143
DB00514,4988
DB00514,4986
DB00514,4985
DB00514,10280
DB00514,10857
DB00514,1536
DB00515,4353
DB00515,1559
DB00515,5243
DB00515,5743
DB00515,7498
DB00515,1244
DB00515,213
DB00515,590
DB00515,1579
DB00515,8714
DB00515,9429
DB00515,2
DB00515,6582
DB00515,2944
DB00515,2950
DB00515,2952
DB00515,10057
DB00515,1728
DB00515,6647
DB00515,1555
DB00515,368
DB00515,4489
DB00515,4350
DB00515,7018
DB00515,475
DB00515,4502
DB00515,1317
DB00515,1318
DB00515,540
DB00515,538
DB00516,7421
DB00516,54657
DB00516,4914
DB00516,4780
DB00517,1131
DB00517,1128
DB00517,1129
DB00518,1576
DB00518,1544
DB00518,5243
DB00518,1557
DB00518,1543
DB00518,7846
DB00518,10383
DB00519,1636
DB00519,6564
DB00519,6565
DB00519,1066
DB00520,1576
DB00520,5243
DB00520,9356
DB00520,10599
DB00520,6580
DB00521,1565
DB00521,153
DB00521,154
DB00523,5243
DB00523,6256
DB00523,5916
DB00523,5915
DB00523,6258
DB00523,6257
DB00523,5914
DB00523,3486
DB00523,5673
DB00523,340665
DB00523,1382
DB00523,1381
DB00524,6559
DB00526,4353
DB00526,1571
DB00526,1244
DB00526,9429
DB00526,1545
DB00526,6582
DB00526,6581
DB00526,2944
DB00526,2950
DB00526,2952
DB00526,1543
DB00526,1728
DB00526,6647
DB00526,4489
DB00526,4502
DB00526,1317
DB00526,540
DB00526,538
DB00527,590
DB00527,6331
DB00527,6336
DB00527,801
DB00528,1576
DB00528,1565
DB00528,1551
DB00528,1577
DB00528,786
DB00529,9356
DB00529,6566
DB00530,1956
DB00530,1576
DB00530,1544
DB00530,1565
DB00530,5243
DB00530,213
DB00530,1577
DB00530,1558
DB00530,9429
DB00530,1545
DB00530,1543
DB00530,8856
DB00530,54658
DB00530,11309
DB00530,5004
DB00531,1576
DB00531,1559
DB00531,1562
DB00531,1557
DB00531,1577
DB00531,1558
DB00531,8856
DB00531,1555
DB00531,1548
DB00532,1544
DB00532,1565
DB00532,1559
DB00532,6906
DB00532,1557
DB00532,1558
DB00532,8856
DB00532,1555
DB00532,6331
DB00533,1576
DB00533,1544
DB00533,1559
DB00533,5742
DB00533,5743
DB00533,1558
DB00533,10257
DB00533,2006
DB00534,7915
DB00534,6557
DB00535,4353
DB00535,9356
DB00535,6584
DB00535,9376
DB00535,6564
DB00535,6565
DB00536,6582
DB00536,6580
DB00536,6581
DB00536,6584
DB00536,6583
DB00536,6035
DB00536,9376
DB00536,2593
DB00536,217
DB00536,55244
DB00536,146802
DB00536,1742
DB00537,1576
DB00537,1544
DB00537,5243
DB00537,213
DB00537,1551
DB00537,1577
DB00537,3757
DB00537,55244
DB00537,146802
DB00537,7153
DB00539,1576
DB00539,5243
DB00539,1543
DB00539,6462
DB00539,2099
DB00540,1576
DB00540,1544
DB00540,1565
DB00540,5742
DB00540,1571
DB00540,213
DB00540,1557
DB00540,1577
DB00540,6532
DB00540,6530
DB00540,148
DB00540,153
DB00540,1813
DB00540,1131
DB00540,1128
DB00540,3358
DB00540,1129
DB00540,147
DB00540,146
DB00540,3269
DB00540,3350
DB00540,150
DB00540,5004
DB00540,3356
DB00540,3362
DB00540,1132
DB00540,1133
DB00540,10857
DB00541,1576
DB00541,5243
DB00541,1244
DB00541,1551
DB00541,1577
DB00541,8714
DB00541,8647
DB00541,89845
DB00541,9429
DB00541,10599
DB00541,4363
DB00541,6581
DB00541,203068
DB00541,10928
DB00541,7277
DB00542,4524
DB00542,1636
DB00542,6564
DB00542,6565
DB00543,1565
DB00543,6532
DB00543,6531
DB00543,6530
DB00543,148
DB00543,1813
DB00543,1128
DB00543,2554
DB00543,3358
DB00543,3269
DB00543,3351
DB00543,3350
DB00543,3357
DB00543,3363
DB00543,150
DB00543,5004
DB00543,1812
DB00543,3356
DB00543,1814
DB00543,1815
DB00543,3359
DB00543,3362
DB00544,1544
DB00544,1559
DB00544,6906
DB00544,213
DB00544,1558
DB00544,8714
DB00544,9429
DB00544,4524
DB00544,5471
DB00544,10257
DB00544,10057
DB00544,1548
DB00544,10864
DB00544,2030
DB00544,7298
DB00544,1890
DB00544,1806
DB00544,7378
DB00544,151531
DB00544,7372
DB00545,1576
DB00545,213
DB00545,590
DB00545,43
DB00547,2908
DB00548,7299
DB00548,6718
DB00548,6716
DB00549,1576
DB00549,1544
DB00549,1559
DB00549,5742
DB00549,1571
DB00549,1557
DB00549,1558
DB00549,9429
DB00549,10800
DB00550,4353
DB00550,1621
DB00550,1543
DB00551,4321
DB00552,100
DB00553,1544
DB00553,1543
DB00553,1548
DB00553,1553
DB00554,1559
DB00554,5742
DB00554,5743
DB00554,213
DB00554,1558
DB00554,9356
DB00554,9376
DB00554,11309
DB00554,55867
DB00555,5243
DB00555,6582
DB00555,1719
DB00555,54658
DB00555,148
DB00555,153
DB00555,1813
DB00555,1128
DB00555,2554
DB00555,4986
DB00555,54659
DB00555,54657
DB00555,134
DB00555,135
DB00555,3269
DB00555,150
DB00555,1812
DB00555,3356
DB00555,3359
DB00555,777
DB00555,6326
DB00557,1565
DB00557,3269
DB00558,4759
DB00559,1576
DB00559,1559
DB00559,8647
DB00559,1909
DB00559,1910
DB00561,3777
DB00561,51305
DB00562,759
DB00562,760
DB00562,762
DB00562,6559
DB00562,768
DB00562,771
DB00563,1576
DB00563,5243
DB00563,1244
DB00563,213
DB00563,8714
DB00563,6579
DB00563,9356
DB00563,89845
DB00563,9429
DB00563,10599
DB00563,4524
DB00563,4363
DB00563,6566
DB00563,9376
DB00563,2356
DB00563,10257
DB00563,1719
DB00563,316
DB00563,2348
DB00563,8836
DB00563,85320
DB00563,113235
DB00563,55867
DB00563,10864
DB00563,53919
DB00563,353189
DB00563,28232
DB00563,7298
DB00563,6573
DB00563,5226
DB00563,471
DB00564,1576
DB00564,1544
DB00564,1559
DB00564,6906
DB00564,5243
DB00564,1244
DB00564,1557
DB00564,1551
DB00564,1577
DB00564,1558
DB00564,8856
DB00564,1555
DB00564,54658
DB00564,1137
DB00564,1141
DB00564,6331
DB00564,7364
DB00564,10928
DB00565,1135
DB00567,213
DB00567,9356
DB00567,6584
DB00567,9376
DB00567,6564
DB00567,6565
DB00567,55244
DB00568,1576
DB00568,1544
DB00568,1565
DB00568,1559
DB00568,1543
DB00568,1555
DB00568,1548
DB00568,1813
DB00568,1128
DB00568,3269
DB00568,775
DB00568,1812
DB00568,8912
DB00568,776
DB00568,779
DB00568,8913
DB00568,8911
DB00568,778
DB00569,2159
DB00569,462
DB00570,1576
DB00570,1565
DB00570,5243
DB00570,1244
DB00570,8647
DB00570,10599
DB00570,4363
DB00570,368
DB00570,203068
DB00570,7846
DB00570,51174
DB00570,7283
DB00570,51175
DB00570,3725
DB00571,1576
DB00571,1544
DB00571,1565
DB00571,5243
DB00571,1557
DB00571,1551
DB00571,1577
DB00571,6582
DB00571,4128
DB00571,1543
DB00571,153
DB00571,154
DB00571,3351
DB00571,3350
DB00571,5004
DB00571,155
DB00572,8647
DB00572,2741
DB00572,1137
DB00572,1141
DB00572,1131
DB00572,1128
DB00572,1129
DB00572,1132
DB00572,1133
DB00573,5742
DB00573,5743
DB00573,213
DB00573,5465
DB00573,5468
DB00574,1565
DB00574,6532
DB00574,3358
DB00574,3357
DB00574,3356
DB00575,1576
DB00575,1544
DB00575,1565
DB00575,5243
DB00575,1577
DB00575,6581
DB00575,6584
DB00575,6583
DB00575,1543
DB00575,148
DB00575,147
DB00575,146
DB00575,150
DB00575,151
DB00575,152
DB00576,1559
DB00576,213
DB00577,6555
DB00577,9356
DB00577,9376
DB00577,6564
DB00577,6565
DB00577,2987
DB00578,5321
DB00578,9356
DB00579,6532
DB00579,6571
DB00579,6531
DB00579,6530
DB00580,1576
DB00580,1559
DB00580,5743
DB00580,54600
DB00580,760
DB00580,761
DB00582,1576
DB00582,1559
DB00582,5742
DB00582,1557
DB00582,1551
DB00582,1577
DB00582,1555
DB00582,2326
DB00582,2328
DB00583,4353
DB00583,7498
DB00583,10599
DB00583,6584
DB00583,6583
DB00583,9376
DB00583,1066
DB00583,1384
DB00583,788
DB00583,54677
DB00583,1376
DB00583,1374
DB00583,85413
DB00584,1576
DB00584,5243
DB00584,213
DB00584,6579
DB00584,9356
DB00584,9376
DB00584,10864
DB00584,1636
DB00584,6564
DB00585,5243
DB00585,590
DB00585,3274
DB00586,1576
DB00586,1544
DB00586,1559
DB00586,5243
DB00586,5742
DB00586,5743
DB00586,1571
DB00586,213
DB00586,1562
DB00586,1557
DB00586,1558
DB00586,8647
DB00586,9356
DB00586,10599
DB00586,4363
DB00586,9376
DB00586,10257
DB00586,1543
DB00586,240
DB00586,1555
DB00586,54658
DB00586,55867
DB00586,7364
DB00586,53919
DB00586,7276
DB00586,6329
DB00586,3785
DB00586,3786
DB00586,5320
DB00586,41
DB00588,1576
DB00588,5243
DB00588,5321
DB00588,1551
DB00588,1577
DB00588,1558
DB00588,10599
DB00588,2908
DB00588,866
DB00588,5241
DB00588,4306
DB00589,1576
DB00589,1565
DB00589,1813
DB00589,3358
DB00589,3352
DB00589,3351
DB00589,3350
DB00589,3357
DB00589,3363
DB00589,150
DB00589,1812
DB00589,1816
DB00589,3356
DB00589,1814
DB00589,1815
DB00589,151
DB00589,152
DB00590,1576
DB00590,1565
DB00590,5243
DB00590,1557
DB00590,6580
DB00590,3757
DB00590,148
DB00590,147
DB00590,146
DB00590,5004
DB00590,81033
DB00590,90134
DB00591,1576
DB00591,302
DB00591,2908
DB00591,866
DB00591,301
DB00591,306
DB00591,307
DB00591,308
DB00592,1565
DB00592,2562
DB00593,1576
DB00593,1571
DB00593,8913
DB00593,64816
DB00594,5328
DB00594,6582
DB00594,6583
DB00594,6340
DB00594,6337
DB00594,6338
DB00594,6339
DB00594,41
DB00594,26
DB00594,40
DB00594,6548
DB00595,9356
DB00595,9376
DB00595,55867
DB00595,10864
DB00596,2908
DB00596,866
DB00598,1565
DB00598,1557
DB00598,148
DB00598,153
DB00598,154
DB00599,1576
DB00599,1571
DB00599,1557
DB00599,1139
DB00599,2891
DB00599,2898
DB00599,1137
DB00599,1131
DB00599,2554
DB00599,2555
DB00599,2556
DB00599,2557
DB00599,2558
DB00599,2559
DB00599,2166
DB00600,7299
DB00601,4128
DB00601,4129
DB00602,1576
DB00602,5243
DB00602,1244
DB00602,9429
DB00602,10599
DB00602,4363
DB00602,8001
DB00602,2562
DB00603,1576
DB00603,1559
DB00603,1558
DB00603,3284
DB00603,2099
DB00603,5241
DB00604,1576
DB00604,1565
DB00604,1559
DB00604,1557
DB00604,1551
DB00604,1577
DB00604,1558
DB00604,1555
DB00604,1548
DB00604,3757
DB00604,3356
DB00604,3359
DB00604,3360
DB00605,5742
DB00605,5743
DB00605,213
DB00605,9356
DB00605,5467
DB00605,231
DB00605,1543
DB00605,11251
DB00605,5595
DB00605,57016
DB00606,9356
DB00606,759
DB00606,760
DB00606,762
DB00606,486
DB00606,6424
DB00607,1576
DB00607,1544
DB00607,213
DB00607,9356
DB00608,7124
DB00608,1576
DB00608,1565
DB00608,5243
DB00608,1577
DB00608,1558
DB00608,2939
DB00608,1543
DB00608,54106
DB00610,148
DB00611,4988
DB00611,4986
DB00611,4985
DB00612,1576
DB00612,1565
DB00612,153
DB00612,154
DB00613,1565
DB00613,1559
DB00613,5243
DB00613,1558
DB00613,1545
DB00613,1543
DB00613,3176
DB00615,1576
DB00615,1565
DB00615,1559
DB00615,5243
DB00615,1557
DB00615,1558
DB00615,1555
DB00615,3320
DB00615,7184
DB00617,1576
DB00617,1559
DB00617,1571
DB00617,1558
DB00617,8911
DB00619,1576
DB00619,1544
DB00619,1565
DB00619,1559
DB00619,5243
DB00619,5742
DB00619,213
DB00619,1557
DB00619,1551
DB00619,1577
DB00619,1558
DB00619,8647
DB00619,9429
DB00619,5159
DB00619,5156
DB00619,6582
DB00619,6580
DB00619,5004
DB00619,4914
DB00619,3815
DB00619,5979
DB00619,1436
DB00619,780
DB00619,25
DB00619,21
DB00620,1576
DB00620,5743
DB00620,590
DB00620,2908
DB00620,866
DB00621,1559
DB00621,367
DB00622,1576
DB00622,1565
DB00622,5243
DB00622,1571
DB00622,1557
DB00622,1577
DB00622,1558
DB00622,8647
DB00622,10599
DB00622,1555
DB00622,148
DB00622,1131
DB00622,1128
DB00622,5136
DB00622,1129
DB00622,147
DB00622,146
DB00622,781
DB00622,775
DB00622,1132
DB00622,1133
DB00622,783
DB00622,776
DB00622,801
DB00622,5153
DB00623,1565
DB00623,5243
DB00623,1571
DB00623,1813
DB00623,3358
DB00623,1812
DB00623,3356
DB00623,367
DB00623,801
DB00624,1576
DB00624,1559
DB00624,5243
DB00624,213
DB00624,1588
DB00624,1557
DB00624,1551
DB00624,1577
DB00624,1558
DB00624,6579
DB00624,6554
DB00624,9429
DB00624,1545
DB00624,6581
DB00624,6583
DB00624,9376
DB00624,4128
DB00624,1583
DB00624,1543
DB00624,1555
DB00624,10864
DB00624,6462
DB00624,1553
DB00624,2099
DB00624,367
DB00624,4306
DB00624,64816
DB00625,1576
DB00625,1544
DB00625,1565
DB00625,1559
DB00625,213
DB00625,1557
DB00625,1551
DB00625,1577
DB00625,1558
DB00625,8647
DB00625,6580
DB00625,1555
DB00625,54658
DB00626,3416
DB00626,2
DB00627,1565
DB00627,6906
DB00627,9123
DB00627,6566
DB00627,6584
DB00627,11309
DB00627,338442
DB00627,23475
DB00627,4837
DB00627,160728
DB00628,1576
DB00628,2554
DB00628,706
DB00629,1544
DB00629,150
DB00629,151
DB00630,2224
DB00630,5775
DB00630,5802
DB00630,5791
DB00630,523
DB00631,9429
DB00631,6240
DB00631,5422
DB00631,1633
DB00632,51284
DB00633,1544
DB00633,1565
DB00633,1571
DB00633,1543
DB00633,150
DB00635,1576
DB00635,5243
DB00635,213
DB00635,1557
DB00635,6579
DB00635,3290
DB00635,2908
DB00636,1576
DB00636,6906
DB00636,1571
DB00636,1579
DB00636,5465
DB00636,2939
DB00636,1543
DB00636,1555
DB00636,1548
DB00637,1576
DB00637,1565
DB00637,5243
DB00637,1551
DB00637,1577
DB00637,8647
DB00637,1573
DB00637,3757
DB00637,3269
DB00637,4137
DB00637,3756
DB00640,132
DB00640,100
DB00640,134
DB00640,135
DB00640,136
DB00640,140
DB00641,1576
DB00641,1565
DB00641,1559
DB00641,5243
DB00641,1244
DB00641,1557
DB00641,1551
DB00641,1577
DB00641,1558
DB00641,8647
DB00641,6579
DB00641,10599
DB00641,3683
DB00641,3156
DB00641,1555
DB00641,54658
DB00641,54659
DB00641,7364
DB00641,3689
DB00642,9376
DB00642,1719
DB00642,2030
DB00642,1633
DB00642,7298
DB00642,471
DB00642,2618
DB00643,1576
DB00643,1543
DB00643,7846
DB00643,10383
DB00644,2798
DB00645,6336
DB00646,1576
DB00646,10599
DB00647,1576
DB00647,1565
DB00647,1558
DB00647,4988
DB00647,4986
DB00647,4985
DB00647,1066
DB00648,1576
DB00648,6906
DB00648,6462
DB00648,866
DB00648,1584
DB00648,2099
DB00648,367
DB00648,5241
DB00648,2230
DB00649,213
DB00649,9356
DB00649,9154
DB00650,9376
DB00651,5142
DB00651,5144
DB00651,134
DB00651,135
DB00651,5141
DB00651,5143
DB00651,5150
DB00652,4988
DB00652,4986
DB00652,10280
DB00653,786
DB00653,781
DB00653,775
DB00653,783
DB00653,779
DB00653,782
DB00654,6580
DB00654,11309
DB00654,5737
DB00655,1576
DB00655,1544
DB00655,1559
DB00655,5243
DB00655,1571
DB00655,213
DB00655,1588
DB00655,1579
DB00655,1577
DB00655,6579
DB00655,9429
DB00655,10599
DB00655,1545
DB00655,9376
DB00655,1543
DB00655,1555
DB00655,11309
DB00655,6462
DB00655,2099
DB00655,2100
DB00655,367
DB00656,1576
DB00656,1565
DB00656,5243
DB00656,1551
DB00656,1577
DB00656,6532
DB00656,148
DB00656,3358
DB00656,3269
DB00656,3350
DB00656,150
DB00656,5004
DB00656,3356
DB00657,1139
DB00657,1137
DB00657,1141
DB00657,1135
DB00659,2902
DB00659,206358
DB00659,2554
DB00659,2915
DB00661,1576
DB00661,1544
DB00661,1565
DB00661,1559
DB00661,5243
DB00661,1244
DB00661,1562
DB00661,1557
DB00661,1551
DB00661,1577
DB00661,1558
DB00661,8714
DB00661,8647
DB00661,6579
DB00661,89845
DB00661,9429
DB00661,10599
DB00661,4363
DB00661,6580
DB00661,6584
DB00661,6583
DB00661,10257
DB00661,1555
DB00661,6532
DB00661,3757
DB00661,148
DB00661,6331
DB00661,147
DB00661,146
DB00661,3767
DB00661,775
DB00661,783
DB00661,776
DB00661,779
DB00661,782
DB00661,8913
DB00661,774
DB00661,8911
DB00661,778
DB00661,784
DB00661,785
DB00661,773
DB00663,1576
DB00663,2908
DB00663,866
DB00665,1557
DB00665,1558
DB00665,5447
DB00665,367
DB00666,2798
DB00668,7124
DB00668,1576
DB00668,1559
DB00668,1312
DB00668,6582
DB00668,6580
DB00668,4128
DB00668,148
DB00668,153
DB00668,154
DB00668,147
DB00668,146
DB00668,150
DB00668,151
DB00669,5243
DB00669,6579
DB00669,9429
DB00669,10599
DB00669,4128
DB00669,3352
DB00669,3351
DB00669,3350
DB00670,1128
DB00671,6584
DB00671,6564
DB00671,6565
DB00672,1559
DB00672,5742
DB00672,1557
DB00672,9356
DB00672,6564
DB00672,6565
DB00672,6833
DB00673,1576
DB00673,1559
DB00673,1557
DB00673,1551
DB00673,1577
DB00673,6869
DB00674,1576
DB00674,1565
DB00674,590
DB00674,43
DB00674,1139
DB00674,1137
DB00674,1141
DB00674,1135
DB00674,1136
DB00674,1138
DB00674,8973
DB00674,55584
DB00674,1142
DB00674,1143
DB00674,1134
DB00674,1140
DB00674,1144
DB00674,1146
DB00674,1145
DB00675,1576
DB00675,1565
DB00675,1559
DB00675,6906
DB00675,5243
DB00675,1571
DB00675,1244
DB00675,1588
DB00675,1557
DB00675,1551
DB00675,1577
DB00675,1558
DB00675,8647
DB00675,9429
DB00675,1545
DB00675,5578
DB00675,1543
DB00675,8856
DB00675,1555
DB00675,1548
DB00675,3757
DB00675,6462
DB00675,2326
DB00675,2104
DB00675,54575
DB00675,1066
DB00675,2328
DB00675,2099
DB00675,2100
DB00675,367
DB00675,6817
DB00675,10682
DB00677,213
DB00677,590
DB00677,43
DB00677,7018
DB00678,1576
DB00678,1559
DB00678,5243
DB00678,213
DB00678,1557
DB00678,1558
DB00678,8647
DB00678,9356
DB00678,54658
DB00678,185
DB00678,54659
DB00678,54575
DB00678,7364
DB00678,116085
DB00678,56606
DB00679,1565
DB00679,1571
DB00679,1557
DB00679,1558
DB00679,3757
DB00679,148
DB00679,1813
DB00679,147
DB00679,1812
DB00679,3356
DB00680,6331
DB00681,1576
DB00682,1576
DB00682,1544
DB00682,1559
DB00682,213
DB00682,1562
DB00682,1557
DB00682,1558
DB00682,8856
DB00682,79001
DB00682,5004
DB00683,1576
DB00683,1577
DB00683,2554
DB00683,54657
DB00683,2555
DB00683,2556
DB00683,2557
DB00683,2558
DB00683,2559
DB00685,1544
DB00685,7153
DB00686,2247
DB00686,2246
DB00686,2249
DB00687,1576
DB00687,2908
DB00687,367
DB00687,4306
DB00688,1576
DB00688,5243
DB00688,1244
DB00688,213
DB00688,1577
DB00688,1558
DB00688,9429
DB00688,10599
DB00688,3615
DB00688,3614
DB00688,54658
DB00688,54578
DB00688,54577
DB00688,54576
DB00688,54600
DB00688,54575
DB00688,7364
DB00688,1066
DB00688,8824
DB00689,6584
DB00690,1576
DB00690,5243
DB00690,1571
DB00690,6582
DB00690,1548
DB00690,2554
DB00690,2555
DB00690,2556
DB00690,2557
DB00690,2558
DB00690,2559
DB00690,2560
DB00690,2561
DB00690,2562
DB00690,2565
DB00690,2566
DB00690,2563
DB00690,2564
DB00690,2569
DB00690,2570
DB00690,200959
DB00690,55879
DB00691,1636
DB00691,6564
DB00691,6565
DB00691,59272
DB00692,148
DB00692,147
DB00692,146
DB00692,150
DB00693,8647
DB00693,9356
DB00693,4363
DB00693,1543
DB00694,1576
DB00694,5243
DB00694,7498
DB00694,1244
DB00694,1577
DB00694,8647
DB00694,89845
DB00694,9429
DB00694,4363
DB00694,1545
DB00694,1543
DB00694,5447
DB00694,7153
DB00694,368
DB00694,7155
DB00695,6906
DB00695,1244
DB00695,213
DB00695,9356
DB00695,6578
DB00695,6584
DB00695,9376
DB00695,54658
DB00695,55867
DB00695,6557
DB00695,760
DB00695,5226
DB00696,1576
DB00696,5243
DB00696,6530
DB00696,148
DB00696,1813
DB00696,3358
DB00696,147
DB00696,146
DB00696,3352
DB00696,3351
DB00696,3350
DB00696,3357
DB00696,150
DB00696,1812
DB00696,3356
DB00696,151
DB00697,1544
DB00697,148
DB00697,150
DB00697,11188
DB00698,5243
DB00698,1244
DB00698,8647
DB00698,9429
DB00698,5447
DB00699,1565
DB00699,148
DB00700,1576
DB00700,1551
DB00700,1577
DB00700,1585
DB00700,4306
DB00701,1576
DB00701,1565
DB00701,1559
DB00701,5243
DB00701,1557
DB00701,1577
DB00701,1558
DB00701,10599
DB00701,4363
DB00701,1555
DB00702,279
DB00703,1576
DB00703,1565
DB00703,1571
DB00703,1557
DB00703,9356
DB00703,759
DB00703,760
DB00703,762
DB00703,761
DB00704,54658
DB00704,4988
DB00704,4986
DB00704,4985
DB00704,10280
DB00705,1576
DB00705,1565
DB00705,1559
DB00705,1557
DB00705,1551
DB00705,1577
DB00705,1558
DB00706,1576
DB00706,1565
DB00706,148
DB00706,147
DB00706,146
DB00706,5004
DB00707,2209
DB00707,3949
DB00708,1576
DB00708,4988
DB00708,4986
DB00708,4985
DB00709,5243
DB00709,1244
DB00709,213
DB00709,8714
DB00709,9356
DB00709,9429
DB00709,4363
DB00709,5130
DB00709,6582
DB00709,6580
DB00709,6581
DB00709,10257
DB00709,1633
DB00709,51727
DB00709,5230
DB00709,4830
DB00709,4831
DB00709,5833
DB00709,30833
DB00710,2224
DB00711,5742
DB00711,590
DB00711,240
DB00712,1559
DB00712,5742
DB00712,5743
DB00712,213
DB00712,9356
DB00712,10257
DB00712,54658
DB00712,54659
DB00712,54600
DB00712,7364
DB00712,7363
DB00713,6564
DB00713,6565
DB00714,1813
DB00714,3358
DB00714,3352
DB00714,3351
DB00714,3350
DB00714,3357
DB00714,150
DB00714,1812
DB00714,1816
DB00714,3356
DB00714,1814
DB00714,1815
DB00714,151
DB00714,152
DB00714,50632
DB00715,1576
DB00715,1544
DB00715,1565
DB00715,1559
DB00715,5243
DB00715,1558
DB00715,1555
DB00715,6532
DB00715,6530
DB00715,1131
DB00715,1128
DB00715,1129
DB00715,3356
DB00715,1132
DB00715,1133
DB00716,10800
DB00716,3320
DB00716,57105
DB00716,2357
DB00716,5729
DB00717,1576
DB00717,5243
DB00717,213
DB00717,1557
DB00717,1551
DB00717,1577
DB00717,6462
DB00717,5241
DB00718,9356
DB00718,6581
DB00718,10257
DB00718,10057
DB00718,204
DB00718,205
DB00718,4830
DB00718,4831
DB00719,1576
DB00719,3269
DB00720,5743
DB00720,291
DB00720,292
DB00720,293
DB00721,590
DB00721,4128
DB00721,116443
DB00721,6531
DB00721,1135
DB00721,3359
DB00721,6336
DB00721,3778
DB00722,1636
DB00723,148
DB00723,147
DB00723,146
DB00724,1576
DB00724,51284
DB00724,51311
DB00725,1131
DB00725,1128
DB00725,1129
DB00725,1132
DB00725,1133
DB00726,1576
DB00726,1565
DB00726,1559
DB00726,5243
DB00726,1557
DB00726,6532
DB00726,6531
DB00726,6530
DB00726,148
DB00726,153
DB00726,1813
DB00726,1128
DB00726,3358
DB00726,147
DB00726,3269
DB00726,3352
DB00726,3350
DB00726,150
DB00726,1812
DB00726,3356
DB00726,3359
DB00726,151
DB00727,217
DB00727,4881
DB00728,6579
DB00728,6580
DB00728,1135
DB00728,1129
DB00728,3359
DB00730,1544
DB00730,1543
DB00731,1576
DB00731,1565
DB00731,1559
DB00731,5742
DB00731,213
DB00731,1551
DB00731,1577
DB00731,9356
DB00731,6566
DB00731,5468
DB00731,10257
DB00731,6564
DB00731,6565
DB00731,54600
DB00731,6833
DB00731,5004
DB00732,1135
DB00733,590
DB00733,43
DB00734,1576
DB00734,1565
DB00734,5243
DB00734,1551
DB00734,1577
DB00734,148
DB00734,1813
DB00734,3358
DB00734,147
DB00734,3269
DB00734,3352
DB00734,3350
DB00734,3363
DB00734,150
DB00734,1812
DB00734,3356
DB00734,1814
DB00734,1815
DB00734,151
DB00734,152
DB00735,6713
DB00736,1576
DB00736,5243
DB00736,1557
DB00736,9376
DB00736,23576
DB00736,495
DB00737,1565
DB00737,213
DB00737,3269
DB00737,9970
DB00738,1565
DB00738,1557
DB00738,1579
DB00738,1577
DB00738,1558
DB00738,1543
DB00738,1787
DB00740,1544
DB00740,9429
DB00740,23657
DB00740,1543
DB00740,6331
DB00741,1576
DB00741,5243
DB00741,1551
DB00741,1577
DB00741,1558
DB00741,6579
DB00741,9429
DB00741,9376
DB00741,3283
DB00741,3291
DB00741,6462
DB00741,2908
DB00741,866
DB00741,1584
DB00741,301
DB00741,1585
DB00742,5243
DB00743,213
DB00744,1576
DB00744,1544
DB00744,1559
DB00744,5742
DB00744,213
DB00744,240
DB00744,54600
DB00745,1576
DB00745,1544
DB00745,1559
DB00745,1557
DB00745,1577
DB00745,1555
DB00745,6531
DB00745,147
DB00746,7498
DB00746,351
DB00747,5243
DB00747,1137
DB00747,1141
DB00747,1131
DB00747,1128
DB00747,1129
DB00747,1132
DB00747,1133
DB00747,6476
DB00748,1576
DB00748,1571
DB00748,1557
DB00748,1558
DB00748,3269
DB00749,1559
DB00749,5742
DB00749,5743
DB00749,213
DB00749,9356
DB00749,6256
DB00749,54659
DB00749,54600
DB00749,54575
DB00749,7364
DB00750,6331
DB00751,1576
DB00751,1565
DB00751,5243
DB00751,1555
DB00751,148
DB00751,3269
DB00751,3363
DB00751,150
DB00751,3356
DB00751,3274
DB00752,1576
DB00752,1544
DB00752,1565
DB00752,1559
DB00752,1571
DB00752,1557
DB00752,4128
DB00752,1548
DB00752,4129
DB00753,1571
DB00753,213
DB00753,2890
DB00753,2741
DB00753,1555
DB00753,1137
DB00753,1141
DB00753,2554
DB00753,3736
DB00753,27032
DB00753,801
DB00754,6906
DB00754,8856
DB00754,6331
DB00755,1576
DB00755,1559
DB00755,213
DB00755,1562
DB00755,1579
DB00755,1551
DB00755,1577
DB00755,1558
DB00755,6256
DB00755,27306
DB00755,216
DB00755,8854
DB00755,1543
DB00755,1592
DB00755,5950
DB00755,1555
DB00755,1548
DB00755,5916
DB00755,5915
DB00755,6258
DB00755,6257
DB00755,5914
DB00755,340665
DB00755,1382
DB00755,1381
DB00755,9052
DB00755,190
DB00755,3933
DB00755,29991
DB00755,5166
DB00756,6392
DB00756,2746
